destination,duration_days,travelers,hotel_rating,transportation,season,activities_count,food_preference,travel_style,total_budget
Jaipur,7,6,2,Train,Peak,21,Fine Dining,Moderate,275970
Jaipur,5,2,3,Flight,Peak,12,Vegetarian,Budget,57130
Paris,8,3,4,Flight,Shoulder,13,Fine Dining,Luxury,1215490
Udaipur,14,4,2,Train,Peak,19,Vegetarian,Moderate,236560
Manali,3,6,2,Bus,Peak,2,Vegetarian,Moderate,59890
Bali,9,1,4,Flight,Off-Peak,6,Street Food,Budget,122090
Varanasi,5,4,4,Train,Off-Peak,15,Fine Dining,Luxury,211570
Jaipur,3,1,4,Train,Shoulder,3,Vegetarian,Moderate,23460
Manali,6,8,2,Flight,Peak,6,Fine Dining,Budget,278590
Manali,6,7,4,Train,Off-Peak,9,Vegetarian,Luxury,371200
Kerala,7,7,3,Flight,Peak,9,Street Food,Moderate,299450
Ladakh,11,1,2,Bus,Off-Peak,7,Vegetarian,Luxury,69730
Rishikesh,8,4,5,Flight,Shoulder,17,Street Food,Luxury,543210
Udaipur,11,4,4,Flight,Shoulder,3,Non-Veg,Budget,284330
Udaipur,4,3,2,Bus,Peak,1,Street Food,Budget,36810
Andaman,5,3,5,Flight,Off-Peak,15,Vegetarian,Budget,227900
Andaman,10,6,3,Train,Peak,26,Street Food,Budget,434950
Kerala,11,2,1,Train,Peak,19,Fine Dining,Moderate,120040
Dubai,9,8,1,Flight,Peak,9,Street Food,Budget,601320
Dubai,13,7,1,Flight,Shoulder,22,Non-Veg,Budget,824930
Ladakh,7,1,3,Bus,Shoulder,10,Fine Dining,Moderate,73800
Dubai,3,4,2,Flight,Shoulder,8,Fine Dining,Moderate,325830
Bali,12,2,2,Flight,Shoulder,14,Street Food,Luxury,321820
Rishikesh,7,1,5,Bus,Peak,10,Street Food,Budget,127630
Rishikesh,11,1,2,Flight,Peak,4,Non-Veg,Budget,49030
Varanasi,13,4,3,Flight,Shoulder,33,Street Food,Luxury,357260
Dubai,2,4,3,Flight,Shoulder,5,Street Food,Budget,227620
Udaipur,11,6,3,Flight,Shoulder,6,Fine Dining,Budget,377800
Kerala,11,4,2,Train,Off-Peak,14,Fine Dining,Luxury,343300
Goa,14,1,4,Car,Off-Peak,12,Vegetarian,Budget,105350
Singapore,6,5,4,Flight,Shoulder,12,Street Food,Moderate,744490
Ladakh,12,7,5,Flight,Off-Peak,24,Fine Dining,Moderate,1421460
Udaipur,3,6,3,Train,Shoulder,5,Fine Dining,Budget,106460
Singapore,5,1,5,Flight,Shoulder,11,Fine Dining,Luxury,360100
Goa,12,8,3,Flight,Shoulder,26,Street Food,Luxury,751500
Paris,11,4,3,Flight,Off-Peak,15,Street Food,Luxury,1241790
Ladakh,4,3,3,Flight,Peak,12,Fine Dining,Luxury,238160
Singapore,4,6,1,Flight,Peak,6,Non-Veg,Luxury,811300
Andaman,14,6,3,Flight,Shoulder,30,Vegetarian,Moderate,624400
Dubai,11,2,4,Flight,Peak,33,Vegetarian,Luxury,686000
Ladakh,8,1,2,Flight,Peak,11,Street Food,Luxury,91090
Udaipur,4,6,2,Bus,Shoulder,6,Non-Veg,Moderate,107430
Goa,9,5,2,Bus,Peak,19,Non-Veg,Moderate,251700
Singapore,3,3,5,Flight,Shoulder,7,Street Food,Moderate,425270
Andaman,2,1,5,Flight,Shoulder,1,Fine Dining,Luxury,57660
Dubai,2,4,2,Flight,Off-Peak,3,Fine Dining,Budget,197470
Rishikesh,11,5,2,Flight,Peak,20,Fine Dining,Moderate,426590
Bali,10,6,4,Flight,Off-Peak,5,Fine Dining,Moderate,829000
Jaipur,4,7,1,Flight,Off-Peak,3,Non-Veg,Luxury,179350
Rishikesh,4,2,3,Train,Peak,7,Fine Dining,Luxury,89080
Bali,2,2,1,Flight,Peak,6,Vegetarian,Moderate,140840
Manali,10,5,4,Train,Peak,23,Vegetarian,Moderate,461180
Manali,12,5,5,Train,Peak,27,Vegetarian,Luxury,1440370
Manali,6,2,1,Train,Off-Peak,7,Fine Dining,Luxury,91790
Varanasi,13,7,3,Flight,Off-Peak,32,Non-Veg,Luxury,684260
Varanasi,5,1,1,Train,Peak,14,Street Food,Budget,17200
Singapore,10,2,1,Flight,Shoulder,21,Non-Veg,Moderate,310600
Ladakh,6,8,1,Flight,Peak,2,Fine Dining,Moderate,299000
Varanasi,8,2,1,Bus,Peak,1,Non-Veg,Luxury,55310
Varanasi,7,8,5,Flight,Off-Peak,3,Fine Dining,Moderate,535760
Andaman,8,8,3,Bus,Off-Peak,16,Street Food,Luxury,610220
Kerala,3,3,1,Car,Peak,2,Street Food,Luxury,44680
Bali,12,8,2,Flight,Off-Peak,25,Fine Dining,Luxury,1695070
Dubai,13,3,4,Flight,Shoulder,8,Street Food,Moderate,565780
Ladakh,12,6,1,Train,Off-Peak,34,Non-Veg,Luxury,680480
Rishikesh,10,2,4,Train,Peak,16,Fine Dining,Luxury,286520
Andaman,4,1,1,Train,Peak,9,Street Food,Moderate,27900
Manali,14,8,3,Flight,Shoulder,4,Non-Veg,Luxury,716230
Andaman,5,2,4,Flight,Off-Peak,8,Vegetarian,Moderate,91240
Manali,9,1,1,Flight,Peak,18,Vegetarian,Budget,41460
Bali,12,5,5,Flight,Off-Peak,14,Street Food,Moderate,1110270
Goa,5,8,3,Train,Off-Peak,10,Street Food,Luxury,275280
Paris,9,2,1,Flight,Off-Peak,8,Vegetarian,Moderate,317090
Dubai,14,5,5,Flight,Off-Peak,24,Vegetarian,Budget,1440960
Udaipur,4,7,1,Flight,Peak,4,Vegetarian,Moderate,139340
Singapore,5,6,1,Flight,Shoulder,1,Vegetarian,Moderate,448590
Bali,10,3,4,Flight,Peak,17,Vegetarian,Luxury,877090
Bali,9,3,5,Flight,Peak,24,Non-Veg,Budget,724780
Bali,11,6,5,Flight,Shoulder,27,Non-Veg,Moderate,1468580
Varanasi,6,8,2,Flight,Off-Peak,17,Fine Dining,Luxury,475760
Varanasi,13,4,2,Flight,Off-Peak,19,Fine Dining,Luxury,387500
Paris,12,3,5,Flight,Off-Peak,21,Vegetarian,Moderate,1404520
Bali,11,7,5,Flight,Shoulder,28,Vegetarian,Luxury,2550640
Andaman,4,1,1,Flight,Peak,5,Fine Dining,Budget,31950
Paris,14,5,2,Flight,Off-Peak,3,Fine Dining,Moderate,981530
Dubai,13,4,5,Flight,Shoulder,16,Fine Dining,Luxury,1900680
Andaman,8,7,3,Car,Peak,1,Fine Dining,Budget,363880
Singapore,9,4,3,Flight,Off-Peak,18,Non-Veg,Luxury,941030
Ladakh,9,3,1,Flight,Peak,24,Vegetarian,Moderate,180750
Ladakh,10,5,2,Flight,Shoulder,1,Fine Dining,Moderate,303690
Kerala,2,3,3,Train,Off-Peak,5,Fine Dining,Moderate,47730
Rishikesh,7,2,3,Train,Peak,17,Vegetarian,Luxury,122080
Rishikesh,10,7,1,Flight,Peak,22,Fine Dining,Moderate,498480
Jaipur,14,8,5,Bus,Off-Peak,1,Vegetarian,Luxury,1275190
Jaipur,12,4,1,Train,Shoulder,25,Vegetarian,Moderate,156490
Paris,6,1,5,Flight,Shoulder,17,Street Food,Moderate,381220
Dubai,5,6,5,Flight,Peak,2,Non-Veg,Luxury,1241200
Dubai,3,4,2,Flight,Off-Peak,7,Vegetarian,Budget,238280
Paris,13,7,1,Flight,Off-Peak,10,Vegetarian,Moderate,1291410
Goa,3,2,1,Flight,Shoulder,9,Vegetarian,Luxury,65870
Ladakh,8,7,4,Train,Shoulder,11,Vegetarian,Moderate,508760
Rishikesh,2,2,5,Flight,Peak,3,Vegetarian,Moderate,51990
Ladakh,11,2,3,Bus,Shoulder,25,Street Food,Luxury,201970
Kerala,10,4,2,Train,Off-Peak,10,Non-Veg,Moderate,144350
Singapore,13,6,1,Flight,Off-Peak,36,Non-Veg,Budget,934780
Bali,11,7,5,Flight,Off-Peak,6,Fine Dining,Budget,1335140
Paris,7,4,4,Flight,Off-Peak,17,Non-Veg,Budget,766740
Bali,6,4,1,Flight,Peak,2,Street Food,Luxury,415190
Ladakh,12,2,3,Flight,Off-Peak,32,Fine Dining,Moderate,222080
Dubai,5,2,3,Flight,Off-Peak,2,Non-Veg,Moderate,139670
Varanasi,11,5,5,Flight,Off-Peak,24,Fine Dining,Moderate,622430
Varanasi,5,4,4,Flight,Shoulder,3,Fine Dining,Moderate,163070
Varanasi,14,5,4,Train,Peak,42,Vegetarian,Moderate,588080
Kerala,10,4,3,Train,Off-Peak,3,Vegetarian,Budget,119340
Dubai,2,7,5,Flight,Peak,1,Fine Dining,Luxury,832620
Rishikesh,9,3,3,Flight,Off-Peak,24,Fine Dining,Budget,203970
Rishikesh,3,7,3,Train,Off-Peak,4,Non-Veg,Luxury,143310
Kerala,4,3,4,Car,Peak,4,Street Food,Budget,86540
Varanasi,5,1,2,Train,Shoulder,7,Street Food,Moderate,19410
Goa,12,6,1,Train,Off-Peak,18,Fine Dining,Luxury,549340
Kerala,8,7,3,Train,Peak,17,Fine Dining,Moderate,493500
Jaipur,10,7,3,Bus,Shoulder,16,Street Food,Luxury,414430
Kerala,9,3,2,Flight,Off-Peak,9,Non-Veg,Budget,101790
Varanasi,11,2,2,Flight,Shoulder,8,Street Food,Luxury,95750
Jaipur,11,3,4,Flight,Peak,9,Non-Veg,Budget,273120
Goa,11,3,1,Flight,Peak,26,Vegetarian,Luxury,252450
Ladakh,3,4,4,Train,Shoulder,8,Non-Veg,Budget,103040
Bali,4,3,5,Flight,Off-Peak,9,Fine Dining,Budget,330000
Varanasi,9,2,2,Flight,Peak,4,Vegetarian,Budget,54480
Rishikesh,12,7,2,Train,Peak,31,Vegetarian,Luxury,689970
Manali,3,8,2,Car,Off-Peak,1,Street Food,Luxury,104210
Goa,13,7,2,Car,Shoulder,25,Fine Dining,Luxury,902730
Singapore,13,2,4,Flight,Peak,17,Street Food,Budget,463910
Manali,6,7,3,Flight,Off-Peak,1,Vegetarian,Luxury,251640
Dubai,5,6,4,Flight,Shoulder,2,Non-Veg,Moderate,540410
Ladakh,6,7,5,Flight,Shoulder,13,Non-Veg,Moderate,725910
Rishikesh,9,3,3,Train,Shoulder,9,Fine Dining,Luxury,261500
Paris,8,3,1,Flight,Off-Peak,8,Street Food,Luxury,732600
Manali,5,7,3,Bus,Off-Peak,12,Vegetarian,Budget,148120
Dubai,2,2,2,Flight,Shoulder,5,Street Food,Budget,99600
Jaipur,7,2,5,Flight,Shoulder,13,Fine Dining,Luxury,289290
Goa,14,3,4,Flight,Peak,34,Fine Dining,Budget,456770
Bali,10,4,5,Flight,Peak,22,Vegetarian,Moderate,988940
Goa,4,2,3,Bus,Shoulder,11,Street Food,Moderate,44520
Rishikesh,2,2,1,Train,Off-Peak,5,Fine Dining,Moderate,31100
Ladakh,5,4,4,Car,Off-Peak,1,Fine Dining,Budget,130050
Manali,10,2,5,Flight,Peak,26,Fine Dining,Luxury,506710
Bali,6,8,4,Flight,Off-Peak,16,Non-Veg,Moderate,998780
Udaipur,12,8,5,Bus,Shoulder,8,Fine Dining,Budget,1115590
Singapore,5,4,3,Flight,Shoulder,6,Vegetarian,Luxury,613670
Jaipur,6,2,4,Train,Shoulder,3,Non-Veg,Moderate,67950
Jaipur,11,5,2,Car,Off-Peak,13,Street Food,Luxury,238450
Paris,5,5,2,Flight,Peak,4,Non-Veg,Luxury,1094500
Singapore,3,2,1,Flight,Off-Peak,8,Vegetarian,Luxury,273590
Udaipur,7,6,4,Bus,Off-Peak,9,Street Food,Budget,220880
Rishikesh,6,7,2,Bus,Peak,2,Street Food,Moderate,126920
Goa,10,6,4,Bus,Peak,15,Vegetarian,Luxury,708830
Varanasi,13,1,1,Train,Shoulder,38,Vegetarian,Moderate,47780
Ladakh,4,5,2,Flight,Off-Peak,6,Fine Dining,Budget,147420
Jaipur,8,6,3,Bus,Shoulder,15,Non-Veg,Luxury,322620
Bali,12,4,1,Flight,Off-Peak,18,Non-Veg,Luxury,658650
Andaman,5,3,2,Train,Peak,3,Street Food,Moderate,65780
Dubai,10,6,4,Flight,Shoulder,9,Vegetarian,Moderate,846470
Kerala,2,4,3,Train,Off-Peak,1,Street Food,Luxury,39410
Varanasi,7,5,3,Flight,Peak,12,Non-Veg,Luxury,308790
Dubai,10,3,3,Flight,Shoulder,11,Street Food,Luxury,549880
Manali,8,5,4,Train,Peak,6,Fine Dining,Moderate,403810
Bali,8,2,1,Flight,Peak,11,Non-Veg,Moderate,188060
Ladakh,13,5,5,Train,Shoulder,29,Fine Dining,Luxury,1853970
Udaipur,8,3,2,Bus,Peak,24,Non-Veg,Luxury,227360
Paris,13,2,2,Flight,Peak,26,Vegetarian,Budget,428770
Udaipur,10,1,1,Bus,Off-Peak,25,Vegetarian,Budget,38990
Kerala,3,7,3,Flight,Off-Peak,5,Street Food,Luxury,195020
Rishikesh,4,1,1,Train,Shoulder,8,Street Food,Luxury,27520
Rishikesh,9,3,5,Flight,Off-Peak,15,Street Food,Luxury,454330
Rishikesh,6,6,4,Train,Peak,15,Fine Dining,Moderate,373790
Kerala,6,1,1,Train,Peak,12,Fine Dining,Moderate,40340
Paris,9,8,3,Flight,Peak,25,Street Food,Moderate,2133350
Singapore,2,6,2,Flight,Shoulder,5,Street Food,Moderate,464900
Paris,13,7,4,Flight,Peak,17,Vegetarian,Moderate,2680670
Rishikesh,14,5,3,Train,Off-Peak,18,Street Food,Budget,258670
Kerala,4,5,1,Train,Off-Peak,8,Fine Dining,Luxury,173530
Jaipur,7,1,2,Flight,Off-Peak,1,Non-Veg,Budget,26260
Kerala,13,8,1,Flight,Peak,1,Street Food,Budget,215230
Ladakh,14,8,3,Train,Peak,22,Vegetarian,Budget,614400
Singapore,8,2,5,Flight,Shoulder,6,Non-Veg,Moderate,462270
Goa,3,4,4,Bus,Shoulder,4,Vegetarian,Budget,60910
Singapore,3,4,4,Flight,Shoulder,5,Fine Dining,Budget,355660
Goa,13,2,3,Train,Shoulder,13,Fine Dining,Budget,148000
Jaipur,3,4,4,Flight,Peak,5,Vegetarian,Moderate,111750
Goa,2,8,5,Flight,Peak,2,Non-Veg,Moderate,202900
Bali,7,1,1,Flight,Shoulder,21,Non-Veg,Luxury,167590
Manali,4,8,2,Flight,Off-Peak,11,Fine Dining,Moderate,279860
Goa,13,7,3,Train,Shoulder,3,Street Food,Luxury,488380
Ladakh,10,8,2,Train,Off-Peak,12,Fine Dining,Luxury,721460
Bali,10,3,1,Flight,Off-Peak,5,Street Food,Moderate,257810
Rishikesh,7,8,1,Bus,Off-Peak,13,Non-Veg,Budget,199980
Varanasi,14,4,3,Train,Off-Peak,35,Street Food,Budget,174120
Udaipur,14,3,5,Flight,Shoulder,42,Fine Dining,Budget,681590
Dubai,3,1,2,Flight,Peak,1,Non-Veg,Budget,53960
Manali,2,7,4,Train,Off-Peak,5,Fine Dining,Budget,99150
Bali,13,2,1,Flight,Peak,32,Vegetarian,Moderate,294990
Goa,7,7,3,Bus,Peak,20,Fine Dining,Luxury,600290
Manali,6,2,2,Car,Peak,4,Non-Veg,Luxury,68070
Jaipur,10,4,5,Train,Peak,18,Street Food,Luxury,714440
Dubai,11,6,4,Flight,Off-Peak,28,Vegetarian,Budget,998840
Rishikesh,8,6,2,Train,Off-Peak,15,Fine Dining,Moderate,305110
Varanasi,7,7,4,Bus,Shoulder,20,Non-Veg,Luxury,478350
Andaman,14,5,3,Car,Shoulder,26,Vegetarian,Luxury,722340
Ladakh,11,1,5,Flight,Shoulder,1,Fine Dining,Budget,229530
Varanasi,2,5,5,Train,Off-Peak,5,Non-Veg,Budget,61190
Varanasi,4,3,3,Flight,Off-Peak,4,Non-Veg,Moderate,70680
Manali,11,7,5,Car,Off-Peak,5,Fine Dining,Moderate,842910
Paris,13,2,5,Flight,Off-Peak,20,Vegetarian,Luxury,1246080
Andaman,3,1,3,Flight,Shoulder,7,Vegetarian,Budget,30630
Bali,2,7,1,Flight,Shoulder,5,Vegetarian,Moderate,485030
Kerala,7,4,2,Flight,Off-Peak,13,Street Food,Luxury,189170
Manali,5,7,3,Bus,Peak,3,Fine Dining,Budget,193590
Paris,2,7,3,Flight,Peak,4,Street Food,Luxury,1328870
Kerala,9,4,4,Flight,Off-Peak,7,Non-Veg,Budget,191510
Singapore,8,6,5,Flight,Peak,4,Street Food,Moderate,1487260
Jaipur,7,6,5,Train,Shoulder,6,Fine Dining,Luxury,749970
Singapore,9,3,4,Flight,Peak,27,Non-Veg,Budget,715340
Kerala,14,2,1,Train,Peak,40,Non-Veg,Moderate,126300
Paris,14,2,3,Flight,Shoulder,31,Vegetarian,Moderate,591110
Rishikesh,5,4,5,Train,Shoulder,9,Street Food,Luxury,293230
Kerala,13,1,4,Train,Off-Peak,34,Vegetarian,Moderate,132920
Ladakh,5,5,1,Train,Peak,2,Street Food,Luxury,102710
Dubai,7,2,1,Flight,Shoulder,21,Street Food,Budget,198920
Rishikesh,13,2,3,Train,Off-Peak,35,Vegetarian,Budget,121240
Udaipur,10,1,1,Flight,Off-Peak,10,Fine Dining,Moderate,60090
Kerala,2,6,3,Flight,Shoulder,2,Fine Dining,Budget,100510
Andaman,2,5,2,Flight,Shoulder,6,Non-Veg,Budget,102820
Rishikesh,12,4,4,Flight,Peak,28,Fine Dining,Luxury,755010
Rishikesh,4,4,2,Train,Off-Peak,4,Non-Veg,Moderate,62960
Rishikesh,4,7,2,Train,Off-Peak,3,Fine Dining,Budget,128580
Paris,3,3,3,Flight,Peak,1,Fine Dining,Moderate,458120
Ladakh,9,5,2,Bus,Peak,5,Non-Veg,Budget,182230
Bali,11,5,5,Flight,Off-Peak,15,Non-Veg,Budget,961060
Varanasi,3,8,2,Train,Off-Peak,8,Fine Dining,Budget,124960
Udaipur,9,3,2,Flight,Peak,14,Vegetarian,Moderate,166380
Jaipur,13,4,2,Flight,Shoulder,32,Fine Dining,Moderate,365860
Andaman,8,1,5,Train,Shoulder,24,Fine Dining,Moderate,239660
Paris,11,1,5,Flight,Peak,29,Street Food,Budget,719530
Jaipur,10,7,1,Train,Off-Peak,25,Vegetarian,Budget,210790
Andaman,6,5,4,Flight,Shoulder,2,Non-Veg,Moderate,289140
Udaipur,3,2,2,Bus,Off-Peak,9,Non-Veg,Moderate,33560
Udaipur,2,3,4,Train,Off-Peak,2,Street Food,Budget,28540
Paris,12,3,1,Flight,Peak,8,Street Food,Luxury,773540
Rishikesh,13,7,5,Train,Peak,25,Street Food,Budget,1142400
Varanasi,11,3,2,Bus,Peak,4,Street Food,Moderate,91400
Singapore,9,5,2,Flight,Peak,5,Non-Veg,Budget,519700
Ladakh,2,8,4,Bus,Off-Peak,1,Street Food,Budget,60570
Dubai,9,8,4,Flight,Shoulder,3,Vegetarian,Budget,884790
Ladakh,11,4,1,Flight,Peak,23,Vegetarian,Budget,226800
Dubai,11,5,3,Flight,Peak,4,Vegetarian,Moderate,672510
Kerala,12,5,5,Train,Off-Peak,36,Non-Veg,Moderate,816190
Varanasi,2,2,3,Flight,Shoulder,1,Street Food,Luxury,35970
Udaipur,4,2,3,Flight,Shoulder,9,Non-Veg,Luxury,87070
Goa,3,2,4,Train,Off-Peak,5,Street Food,Luxury,51600
Ladakh,10,6,2,Train,Shoulder,17,Street Food,Moderate,306360
Bali,5,5,2,Flight,Peak,2,Vegetarian,Moderate,388430
Manali,13,4,5,Car,Shoulder,3,Fine Dining,Moderate,627520
Dubai,5,1,2,Flight,Off-Peak,5,Fine Dining,Budget,72810
Rishikesh,10,6,1,Flight,Shoulder,11,Street Food,Luxury,306670
Goa,4,4,3,Bus,Off-Peak,8,Street Food,Budget,62080
Udaipur,4,8,5,Bus,Shoulder,7,Vegetarian,Luxury,512260
Paris,12,6,5,Flight,Off-Peak,2,Non-Veg,Luxury,2991830
Singapore,14,6,1,Flight,Peak,18,Vegetarian,Moderate,948130
Dubai,10,3,5,Flight,Off-Peak,13,Non-Veg,Luxury,1030780
Singapore,14,5,3,Flight,Off-Peak,3,Fine Dining,Moderate,806890
Jaipur,7,8,3,Flight,Shoulder,6,Vegetarian,Moderate,280060
Singapore,5,2,4,Flight,Off-Peak,1,Street Food,Luxury,270790
Varanasi,9,5,3,Flight,Peak,27,Non-Veg,Budget,254350
Udaipur,8,2,1,Flight,Peak,22,Vegetarian,Moderate,90940
Goa,3,5,1,Train,Shoulder,4,Fine Dining,Budget,70340
Ladakh,10,6,4,Train,Shoulder,5,Non-Veg,Moderate,424170
Bali,10,2,2,Flight,Off-Peak,12,Fine Dining,Moderate,234260
Paris,14,5,5,Flight,Peak,11,Vegetarian,Moderate,3163930
Varanasi,10,8,1,Flight,Shoulder,29,Vegetarian,Budget,265450
Manali,8,7,2,Train,Off-Peak,21,Street Food,Luxury,350390
Varanasi,5,2,4,Train,Peak,14,Street Food,Budget,55270
Dubai,12,8,4,Flight,Peak,15,Non-Veg,Luxury,2368150
Varanasi,8,3,3,Bus,Shoulder,15,Street Food,Budget,79660
Manali,7,8,4,Bus,Shoulder,12,Non-Veg,Luxury,528060
Paris,14,2,3,Flight,Off-Peak,42,Vegetarian,Moderate,664800
Andaman,11,7,2,Train,Off-Peak,11,Street Food,Moderate,296680
Jaipur,13,7,4,Train,Shoulder,35,Non-Veg,Budget,635030
Manali,13,8,1,Train,Shoulder,21,Vegetarian,Moderate,326020
Andaman,3,2,5,Bus,Shoulder,6,Street Food,Luxury,112910
Manali,5,3,5,Car,Off-Peak,13,Vegetarian,Budget,152830
Udaipur,10,5,4,Train,Shoulder,7,Non-Veg,Luxury,599680
Ladakh,11,5,4,Train,Shoulder,6,Vegetarian,Luxury,688670
Andaman,4,5,1,Flight,Off-Peak,1,Vegetarian,Luxury,128030
Varanasi,3,5,1,Flight,Off-Peak,7,Fine Dining,Luxury,164970
Andaman,8,4,2,Train,Peak,18,Street Food,Moderate,221240
Kerala,6,3,2,Flight,Off-Peak,1,Non-Veg,Luxury,119050
Dubai,8,3,1,Flight,Peak,21,Street Food,Moderate,371230
Paris,11,7,5,Flight,Peak,30,Street Food,Luxury,5929570
Andaman,7,4,2,Flight,Peak,19,Street Food,Luxury,327660
Rishikesh,6,7,5,Train,Peak,2,Street Food,Luxury,701010
Bali,9,2,2,Flight,Off-Peak,24,Fine Dining,Moderate,279470
Rishikesh,11,2,2,Train,Off-Peak,5,Fine Dining,Luxury,141990
Varanasi,10,1,4,Train,Shoulder,19,Fine Dining,Moderate,107000
Singapore,6,5,2,Flight,Peak,10,Fine Dining,Budget,554240
Bali,4,1,3,Flight,Off-Peak,10,Vegetarian,Moderate,93240
Kerala,10,2,3,Flight,Off-Peak,9,Fine Dining,Moderate,123530
Manali,11,3,5,Train,Off-Peak,29,Fine Dining,Budget,391980
Paris,5,8,2,Flight,Off-Peak,14,Vegetarian,Moderate,1504600
Kerala,11,3,4,Bus,Shoulder,25,Non-Veg,Luxury,445990
Dubai,4,4,5,Flight,Off-Peak,6,Vegetarian,Luxury,585240
Manali,2,3,4,Flight,Shoulder,4,Non-Veg,Moderate,64590
Andaman,9,5,2,Train,Shoulder,1,Fine Dining,Moderate,238340
Varanasi,10,1,1,Car,Off-Peak,12,Street Food,Luxury,39510
Ladakh,7,5,3,Bus,Shoulder,21,Street Food,Moderate,294110
Paris,5,4,5,Flight,Shoulder,11,Non-Veg,Moderate,1003300
Dubai,2,2,1,Flight,Shoulder,1,Vegetarian,Luxury,147630
Jaipur,13,5,3,Flight,Peak,6,Vegetarian,Luxury,498290
Jaipur,11,2,1,Flight,Off-Peak,9,Street Food,Luxury,89750
Dubai,11,3,1,Flight,Off-Peak,12,Fine Dining,Moderate,364790
Manali,12,8,3,Bus,Off-Peak,21,Fine Dining,Budget,536530
Ladakh,14,1,4,Flight,Peak,17,Fine Dining,Budget,223090
Udaipur,5,7,2,Train,Peak,3,Street Food,Budget,110420
Manali,9,5,1,Flight,Peak,19,Fine Dining,Moderate,289450
Udaipur,4,1,1,Train,Shoulder,3,Fine Dining,Moderate,22570
Rishikesh,13,8,4,Flight,Off-Peak,5,Non-Veg,Budget,474230
Paris,14,8,1,Flight,Off-Peak,35,Fine Dining,Moderate,2422120
Andaman,2,2,3,Train,Shoulder,1,Street Food,Moderate,17580
Kerala,10,1,4,Train,Shoulder,23,Street Food,Budget,101680
Varanasi,9,2,4,Train,Peak,2,Non-Veg,Budget,95040
Bali,5,8,4,Flight,Peak,13,Fine Dining,Moderate,1020460
Singapore,9,1,1,Flight,Shoulder,2,Fine Dining,Luxury,159140
Manali,5,8,5,Flight,Off-Peak,4,Vegetarian,Budget,328280
Udaipur,12,1,4,Car,Off-Peak,3,Non-Veg,Luxury,168560
Goa,4,1,3,Bus,Peak,8,Non-Veg,Luxury,45100
Manali,3,8,5,Bus,Peak,2,Non-Veg,Moderate,244730
Paris,12,7,3,Flight,Peak,35,Non-Veg,Moderate,2473900
Singapore,5,1,5,Flight,Peak,6,Vegetarian,Budget,232100
Singapore,8,3,3,Flight,Off-Peak,6,Street Food,Budget,317580
Goa,4,2,5,Flight,Peak,1,Street Food,Budget,83340
Kerala,3,5,4,Train,Shoulder,3,Non-Veg,Budget,90880
Rishikesh,9,7,2,Car,Off-Peak,23,Vegetarian,Luxury,460190
Udaipur,11,2,3,Flight,Peak,16,Non-Veg,Budget,132170
Manali,11,6,5,Train,Shoulder,14,Fine Dining,Budget,685300
Singapore,4,8,4,Flight,Peak,3,Vegetarian,Budget,756630
Ladakh,5,7,3,Flight,Shoulder,1,Vegetarian,Luxury,274990
Rishikesh,4,3,1,Train,Peak,2,Non-Veg,Luxury,57940
Bali,7,7,2,Flight,Off-Peak,11,Non-Veg,Budget,560540
Manali,5,7,2,Flight,Peak,2,Street Food,Luxury,226240
Andaman,4,4,5,Train,Shoulder,6,Non-Veg,Moderate,223550
Dubai,7,5,2,Flight,Shoulder,5,Vegetarian,Luxury,595470
Ladakh,4,2,4,Train,Peak,6,Non-Veg,Moderate,77650
Singapore,14,3,5,Flight,Off-Peak,15,Vegetarian,Moderate,1194280
Udaipur,5,8,4,Flight,Off-Peak,7,Non-Veg,Budget,262830
Bali,5,3,5,Flight,Peak,7,Vegetarian,Budget,438560
Paris,14,1,4,Flight,Off-Peak,26,Street Food,Luxury,659590
Udaipur,9,4,1,Train,Peak,23,Street Food,Budget,129480
Ladakh,5,2,1,Train,Shoulder,3,Street Food,Luxury,42460
Goa,9,8,2,Bus,Shoulder,6,Fine Dining,Luxury,535470
Dubai,2,2,4,Flight,Off-Peak,3,Vegetarian,Moderate,121470
Ladakh,13,4,1,Train,Shoulder,4,Fine Dining,Budget,191110
Varanasi,9,1,3,Flight,Off-Peak,18,Vegetarian,Luxury,76100
Jaipur,4,6,2,Train,Off-Peak,8,Non-Veg,Luxury,151450
Varanasi,7,5,5,Train,Shoulder,2,Vegetarian,Moderate,326470
Udaipur,10,2,4,Train,Off-Peak,27,Fine Dining,Moderate,196350
Singapore,12,2,2,Flight,Shoulder,6,Vegetarian,Moderate,251210
Ladakh,3,2,2,Flight,Off-Peak,3,Street Food,Budget,32680
Rishikesh,12,1,3,Flight,Off-Peak,35,Non-Veg,Moderate,96950
Udaipur,13,1,3,Flight,Peak,15,Fine Dining,Moderate,144830
Dubai,12,6,4,Flight,Off-Peak,34,Street Food,Moderate,1221470
Kerala,14,5,2,Bus,Peak,31,Fine Dining,Moderate,511990
Goa,4,6,3,Train,Peak,10,Non-Veg,Luxury,230730
Kerala,4,3,2,Flight,Peak,6,Non-Veg,Moderate,78600
Kerala,5,1,3,Car,Peak,6,Street Food,Luxury,58270
Rishikesh,6,2,1,Flight,Shoulder,5,Street Food,Moderate,43330
Paris,10,6,3,Flight,Shoulder,29,Fine Dining,Luxury,2610350
Singapore,11,8,3,Flight,Off-Peak,8,Street Food,Budget,840160
Rishikesh,3,5,1,Flight,Peak,8,Fine Dining,Budget,121030
